uri,playlist,genre,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:7FFD8nuOoXfrVFNTFvC6GO,Country's Greatest Hits:  The '60s,country,Together Again,Together Again / My Heart Skips a Beat,1995-05-17,4,"list(name = ""Buck Owens"")","list(uri = ""spotify:artist:2FMZn5P3WATd7Il6FgPJNu"")",1,-9.899,1,0.0281,0.585,0.0469,0.138,0.526,76.904,148400,4
spotify:track:7eNM9suHz80f4fbC8aobod,Country's Greatest Hits:  The '60s,country,Detroit City,Super Hits,2004-06-18,48,"list(name = ""Bobby Bare"")","list(uri = ""spotify:artist:69wzuykaVXlRS5KVygESvd"")",11,-13.142,1,0.0287,0.518,9.05e-06,0.096,0.473,121.647,169933,4
spotify:track:7attdkm63538aay6tn5Lmo,Country's Greatest Hits:  The '60s,country,Little Green Apples - Single Version,All Time Greatest Hits,2003-01-01,5,"list(name = ""Roger Miller"")","list(uri = ""spotify:artist:1RP2UpEaRzkF0Id3JigqD8"")",0,-17.9,1,0.0552,0.879,0.0892,0.134,0.398,101.797,157960,4
spotify:track:6Ja76N5EcdHrZCGfsWNeGo,Country's Greatest Hits:  The '60s,country,Swinging Doors,Super Hits Collection - 32 Songs - Swinging Doors,2005,43,"list(name = ""Merle Haggard"")","list(uri = ""spotify:artist:2ptmyXoL7poH6Zq62h1QT9"")",5,-7.627,1,0.0293,0.0234,0.00102,0.109,0.606,122.358,172920,4
spotify:track:7rbvjRc6ZTVA3GUXDx3Xtr,Country's Greatest Hits:  The '60s,country,Last Date - Instrumental,Super Hits,1979,49,"list(name = ""Floyd Cramer"")","list(uri = ""spotify:artist:6DQ6mdEhxCgHPqfX1niZZK"")",0,-12.026,1,0.0289,0.858,0.958,0.15,0.613,103.818,146760,3
spotify:track:3WN9UHlq1HC5CzOKMSmAuw,Country's Greatest Hits:  The '60s,country,Hello Walls,Classic Country Gold,2005-01-01,3,"list(name = ""Faron Young"")","list(uri = ""spotify:artist:6uvq6FeVsmhOWfJHxVNeBL"")",0,-11.569,1,0.0319,0.775,0,0.232,0.65,102.198,142627,4
spotify:track:5TLkHWQBlL3sMDteMbskzi,Country's Greatest Hits:  The '60s,country,Green Green Grass of Home,20 All Time Greatest Hits,2005,45,"list(name = ""Porter Wagoner"")","list(uri = ""spotify:artist:4PcLkq6IefIYiRWLXOfwKA"")",3,-17.938,1,0.0295,0.651,0.000722,0.117,0.591,95.89,178267,4
spotify:track:2Cb2l4UoXynCHCeCYHRZN8,Country's Greatest Hits:  The '60s,country,Stand By Your Man,Stand By Your Man,1968,53,"list(name = ""Tammy Wynette"")","list(uri = ""spotify:artist:1LFKKuzn302wp15dYH28id"")",9,-9.681,1,0.0283,0.776,0.000846,0.125,0.608,105.761,157893,4
spotify:track:2sZIclzhHlH8tzf7wry9hK,Country's Greatest Hits:  The '60s,country,Harper Valley P.T.A.,Harper Valley P.T.A. (The Plantation Recordings 1968-70),2013-09-30,53,"list(name = ""Jeannie C. Riley"")","list(uri = ""spotify:artist:3MIwMeYV8vmgQFbbRiJTp2"")",4,-13.427,1,0.0444,0.629,0,0.0659,0.96,122.318,194400,4
spotify:track:5pwqtpAazoPh1G3txEIPAB,Country's Greatest Hits:  The '60s,country,She Thinks I Still Care - Single Version,Best Of,2013-01-01,4,"list(name = ""George Jones"")","list(uri = ""spotify:artist:2OpqcUtj10HHvGG6h9VYC5"")",11,-9.847,1,0.0297,0.642,0,0.124,0.639,115.023,153333,4
spotify:track:5bA26v8eeZrbHJpD4YPKAX,Country's Greatest Hits:  The '60s,country,Abilene,Abilene,1963-12-17,48,"list(name = ""George Hamilton IV"")","list(uri = ""spotify:artist:6G39Gakqv1r26pZzijSWti"")",5,-15.015,1,0.0271,0.445,1.43e-05,0.271,0.753,104.024,133333,4
spotify:track:6h3YJ05BovN1Pgk145J3r9,Country's Greatest Hits:  The '60s,country,Mama Tried,Mama Tried/ Pride In What I Am,2006-01-01,55,"list(name = ""Merle Haggard"")","list(uri = ""spotify:artist:2ptmyXoL7poH6Zq62h1QT9"")",2,-10.118,1,0.0374,0.719,1.35e-05,0.0653,0.81,97.487,134453,4
spotify:track:2jfHjFG4pT0bTTbvSDcOv6,Country's Greatest Hits:  The '60s,country,The Image of Me,Timeless,2017-10-06,45,"list(name = ""Conway Twitty"")","list(uri = ""spotify:artist:7gi3jmwpUpNWdswT8eEprF"")",9,-6.034,1,0.0268,0.338,8.17e-06,0.136,0.45,87.895,177333,3
spotify:track:32zPvvt7K2nZIbQl7cMM3F,Country's Greatest Hits:  The '60s,country,It's Such A Pretty World Today,Lost Country Hits of the 60s,2013-01-01,43,"list(name = ""Wynn Stewart"")","list(uri = ""spotify:artist:0ZnXSl6jvNavoEpJ5I5AdE"")",4,-12.833,1,0.0396,0.854,0,0.31,0.673,118.377,150094,4
spotify:track:1GDAvJth0ebssC2XkG7RYM,Country's Greatest Hits:  The '60s,country,I've Got A Tiger By The Tail - 2006 Remastered Version,21 #1 Hits: The Ultimate Collection,2006-08-01,45,"list(name = ""Buck Owens"")","list(uri = ""spotify:artist:2FMZn5P3WATd7Il6FgPJNu"")",4,-10.05,1,0.0316,0.595,3.12e-05,0.118,0.963,96.513,133867,4
spotify:track:0sJchoPZwC2MV8WzZRoZUk,Country's Greatest Hits:  The '60s,country,The Last Thing On My Mind,The Essential Porter Wagoner & Dolly Parton,2015-10-02,50,"list(name = c(""Porter Wagoner"", ""Dolly Parton""))","list(uri = c(""spotify:artist:4PcLkq6IefIYiRWLXOfwKA"", ""spotify:artist:32vWCbZh0xZ4o9gkz4PsEU""))",11,-12.513,1,0.0282,0.563,0,0.24,0.713,105.811,156160,4
spotify:track:4FdDorlbJTVHcH3djLbIfn,Country's Greatest Hits:  The '60s,country,Ode To Billie Joe,Ode To Billie Joe,1967-08-21,55,"list(name = ""Bobbie Gentry"")","list(uri = ""spotify:artist:4E9w0bms6HcEppFlWjeW2d"")",7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,255002,4
spotify:track:2kzVFcp3kSU1Qld4dYBM7L,Country's Greatest Hits:  The '60s,country,Skip a Rope,All-American Cowboy,1988,50,"list(name = ""Henson Cargill"")","list(uri = ""spotify:artist:6OUTtVUjAvUF0uZ3wudxtv"")",6,-13.092,0,0.0374,0.608,0.00267,0.0699,0.54,145.604,160785,4
spotify:track:2ke3Ucn65AjNFkcLcuLNZR,Country's Greatest Hits:  The '60s,country,Stop the World (And Let Me Off),RCA Country Legends: Waylon Jennings,2001,3,"list(name = ""Waylon Jennings"")","list(uri = ""spotify:artist:7wCjDgV6nqBsHguQXPAaIM"")",2,-4.821,1,0.0389,0.498,0.0885,0.116,0.779,87.578,122693,4
spotify:track:0LpmpBulMgAwtdC3YYgkql,Country's Greatest Hits:  The '60s,country,Six Days On The Road,20th Century Masters: The Millennium Collection: Best Of Dave Dudley,2002-01-01,46,"list(name = ""Dave Dudley"")","list(uri = ""spotify:artist:4bsWHdJkFtq1r3TcXtKGdv"")",2,-10.952,1,0.0493,0.708,5.57e-06,0.361,0.919,90.382,134707,4
spotify:track:6V9VCm1zOY2lGR80RehJ9i,Country's Greatest Hits:  The '60s,country,Wichita Lineman - Remastered 2001,Wichita Lineman (Remastered),1968,64,"list(name = ""Glen Campbell"")","list(uri = ""spotify:artist:59hLmB5DrdihCYtNeFeW1U"")",5,-11.667,1,0.0328,0.326,0.000199,0.248,0.391,172.312,186200,4
spotify:track:21SxnQOkzD11IO3qToKvaG,Country's Greatest Hits:  The '60s,country,Walk Through This World With Me,Walk Through This World With Me,1966,47,"list(name = ""George Jones"")","list(uri = ""spotify:artist:2OpqcUtj10HHvGG6h9VYC5"")",7,-9.043,1,0.0276,0.449,0.000265,0.11,0.49,94.292,137960,4
spotify:track:7lSgl6fOpD1aeeXS1mhKcd,Country's Greatest Hits:  The '60s,country,Just Between You and Me,Super Hits,1996-10-14,44,"list(name = ""Charley Pride"")","list(uri = ""spotify:artist:69Fk1s1lzINOKqoSWjjEiE"")",6,-11.593,1,0.0323,0.618,0,0.345,0.659,110.195,134787,4
spotify:track:4DuBNU1r50XEv4dvsrQcpY,Country's Greatest Hits:  The '60s,country,Crazy - Single Version,Gold,2005,8,"list(name = c(""Patsy Cline"", ""The Jordanaires""))","list(uri = c(""spotify:artist:7dNsHhGeGU5MV01r06O8gK"", ""spotify:artist:6CXezToiGS8K6jr9kr8Muv""))",10,-13.191,1,0.0356,0.896,0.000524,0.0793,0.444,104.86,162133,3
spotify:track:34FHyAVCDFURtlrt6HfPHU,Country's Greatest Hits:  The '60s,country,Yesterday When I Was Young,The Best Of Roy Clark,2005-08-09,46,"list(name = ""Roy Clark"")","list(uri = ""spotify:artist:6iOpZ3mUTWOjjER4mGcZmS"")",2,-13.772,0,0.0582,0.555,0,0.146,0.344,178.103,200240,4
spotify:track:2Krnm3qWdy4VG5vTkT0cDn,Country's Greatest Hits:  The '60s,country,Almost Persuaded,Almost Persuaded,1966,46,"list(name = ""David Houston"")","list(uri = ""spotify:artist:7tIs7rxqGuBvWMhIIigunf"")",8,-11.897,1,0.0382,0.861,0,0.144,0.353,81.642,176360,3
spotify:track:20iH1uibQIUqNFk3wzG7AG,Country's Greatest Hits:  The '60s,country,Dang Me,Super Hits,1996,50,"list(name = ""Roger Miller"")","list(uri = ""spotify:artist:1RP2UpEaRzkF0Id3JigqD8"")",9,-14.468,1,0.168,0.705,0.000716,0.0723,0.687,197.325,102400,4
spotify:track:3L5gEVVFs7aJD6gP7NGKoB,Country's Greatest Hits:  The '60s,country,Walk On By,Classic Country Gold,2005-01-01,5,"list(name = ""Leroy Van Dyke"")","list(uri = ""spotify:artist:6fU4BXH81Y9lMOopk9ida3"")",10,-11.649,1,0.031,0.738,0.00352,0.254,0.97,134.218,140160,4
spotify:track:4zzcta2PO7TIs9YuXZ6G2u,Country's Greatest Hits:  The '60s,country,The Bottle Let Me Down,Vintage Collections,2010-01-01,44,"list(name = ""Merle Haggard"")","list(uri = ""spotify:artist:2ptmyXoL7poH6Zq62h1QT9"")",2,-8.469,1,0.0275,0.552,0.000845,0.118,0.704,125.86,168467,4
spotify:track:5b3Bvd2m81gEQRWrShNkx2,Country's Greatest Hits:  The '60s,country,The Carroll County Accident,The Essential Porter Wagoner,1997-04-26,39,"list(name = ""Porter Wagoner"")","list(uri = ""spotify:artist:4PcLkq6IefIYiRWLXOfwKA"")",7,-11.231,1,0.0395,0.346,0,0.247,0.705,91.688,169200,4
spotify:track:1xyBQeZBGAlUFkY8blLpUz,Country's Greatest Hits:  The '60s,country,I Fall To Pieces - Single Version,Sweet Dreams: Her Complete Decca Masters (1960-1963),2010-01-01,6,"list(name = c(""Patsy Cline"", ""The Jordanaires""))","list(uri = c(""spotify:artist:7dNsHhGeGU5MV01r06O8gK"", ""spotify:artist:6CXezToiGS8K6jr9kr8Muv""))",10,-11.793,1,0.0319,0.884,7.36e-05,0.289,0.612,111.584,167693,4
spotify:track:0dc0eU5THc1uE0Q0KV73XN,Country's Greatest Hits:  The '60s,country,"Please Help Me, I'm Falling",RCA Country Legends,2003-03-03,50,"list(name = ""Hank Locklin"")","list(uri = ""spotify:artist:46Unp6DY3Zmy7QS1Fx47yq"")",7,-10.712,1,0.0311,0.828,0,0.324,0.553,105.479,141467,4
spotify:track:0BD9I8rnTQC43yNwEuaHSL,Country's Greatest Hits:  The '60s,country,Blue Kentucky Girl,Gold,2006-01-01,4,"list(name = ""Loretta Lynn"")","list(uri = ""spotify:artist:1FE0rls8gfQT3laAeRYNgl"")",11,-11.666,1,0.0371,0.71,0.00232,0.0998,0.57,113.264,160627,4
spotify:track:61uAY9xdzYiIbYJ07XvKso,Country's Greatest Hits:  The '60s,country,Big Bad John,The Best Of Jimmy Dean,1961,57,"list(name = ""Jimmy Dean"")","list(uri = ""spotify:artist:1RaDKTFXuy0qA8YV1h9SwC"")",8,-12.609,1,0.184,0.596,0,0.106,0.455,173.934,182560,4
spotify:track:3ZnlYvqCnjJ7OeZhVKkWPg,Country's Greatest Hits:  The '60s,country,Honey - 1991 - Remaster,Honey - The Best of Bobby Goldsboro,1991,8,"list(name = ""Bobby Goldsboro"")","list(uri = ""spotify:artist:5gPEo032lzARtzuVqJIm9o"")",7,-17.563,1,0.0307,0.21,3.08e-05,0.129,0.587,93.259,239067,4
spotify:track:0dPfKBYyPmoSfoLJqeKAs4,Country's Greatest Hits:  The '60s,country,Don't Worry,The Story Of My Life: The Best Of Marty Robbins 1952-1965,1996-03-12,46,"list(name = ""Marty Robbins"")","list(uri = ""spotify:artist:0Xi59sEw38vRvwleSAVqoo"")",4,-16.446,1,0.0348,0.879,0.000216,0.13,0.435,99.585,194160,4
spotify:track:3vMwtAfDNM8dDBWMvS78pn,Country's Greatest Hits:  The '60s,country,Chug-A-Lug,The Very Best of…,2006-01-01,48,"list(name = ""Roger Miller"")","list(uri = ""spotify:artist:1RP2UpEaRzkF0Id3JigqD8"")",11,-11.46,1,0.096,0.69,0.000219,0.145,0.842,171.922,123360,4
spotify:track:3ftnDaaL02tMeOZBunIwls,Country's Greatest Hits:  The '60s,country,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",At Folsom Prison (Legacy Edition),1968,14,"list(name = ""Johnny Cash"")","list(uri = ""spotify:artist:6kACVPfCOnqzgfEF5ryl0x"")",0,-12.772,1,0.0534,0.0215,0.00792,0.883,0.89,110.783,156427,4
spotify:track:5qZVPdPy0gtrZdH8yvYEyv,Country's Greatest Hits:  The '60s,country,The Race Is On,Best Of,2013-01-01,3,"list(name = ""George Jones"")","list(uri = ""spotify:artist:2OpqcUtj10HHvGG6h9VYC5"")",9,-8.318,1,0.0833,0.454,0,0.233,0.923,171.246,126533,4
spotify:track:2QS8C4T3H1hYpnADMpq8Uz,Country's Greatest Hits:  The '60s,country,Wine Me Up,Hello Walls,2013-10-23,43,"list(name = ""Faron Young"")","list(uri = ""spotify:artist:6uvq6FeVsmhOWfJHxVNeBL"")",9,-16.548,1,0.0461,0.133,8.24e-05,0.263,0.903,139.65,144120,4
spotify:track:7GjmzKbriJewFNDPJtVjey,Country's Greatest Hits:  The '60s,country,Wolverton Mountain,Columbia Country Classics Volume 3: Americana,1954,43,"list(name = ""Claude King"")","list(uri = ""spotify:artist:3apueasSp0paDZeS4aU06g"")",9,-15.039,1,0.0499,0.806,1.21e-06,0.217,0.834,157.193,177573,4
spotify:track:1rFGwz7rswOuW2IdXPd0fv,Country's Greatest Hits:  The '60s,country,I've Been Everywhere - Remastered,The Essential Hank Snow,2013-11-19,43,"list(name = ""Hank Snow"")","list(uri = ""spotify:artist:3fq6r0bSIm4McymHKNMk4S"")",6,-13.138,1,0.0392,0.551,0.000148,0.412,0.961,119.689,164640,4
spotify:track:6bMvOAtKZ55b00lrGQZPfA,Country's Greatest Hits:  The '60s,country,A Boy Named Sue - Live Version,The Greatest: The Number Ones,2012-08-07,7,"list(name = ""Johnny Cash"")","list(uri = ""spotify:artist:6kACVPfCOnqzgfEF5ryl0x"")",10,-11.974,1,0.198,0.758,0,0.71,0.92,101.636,225267,4
